Author1,Author2,Author1-Author2 Link weight,Community ID,Common Genres
Mary Karr,Laurence Bergreen,0.02277676823638043,0,"{'Biography', 'Nonfiction'}"
Mary Karr,Paul Carter,0.0851699786472761,0,"{'Biography', 'Memoir', 'Nonfiction', 'Autobiography'}"
Mary Karr,Holly Wagner,0.005029547553093259,0,{'Nonfiction'}
Mary Karr,Jamaica Kincaid,0.10348848261003386,0,"{'Memoir', 'Nonfiction', 'Autobiography'}"
Mary Karr,Alistair Urquhart,0.02436457179132041,0,"{'Biography', 'Nonfiction'}"
Mary Karr,Daniel Lapin,0.004825484764542935,0,{'Nonfiction'}
Mary Karr,Tori Spelling,0.08050008425669439,0,"{'Biography', 'Memoir', 'Nonfiction', 'Autobiography'}"
Mary Karr,Richard Wurmbrand,0.02381705332409972,0,"{'Biography', 'Nonfiction'}"
Mary Karr,Michael Schofield,0.1032244813788858,0,"{'Memoir', 'Nonfiction', 'Autobiography'}"
Mary Karr,Nigel Rees,0.02135322022160665,0,"{'Biography', 'Nonfiction'}"
Mary Karr,Wayne A. Grudem,0.004657433056325023,0,{'Nonfiction'}
Mary Karr,Catherine Claire Larson,0.005197599261311171,0,{'Nonfiction'}
Mary Karr,David Nasaw,1.301454487534626,0,"{'Biography', 'Nonfiction', 'Biography Memoir'}"
Mary Karr,Steve Coll,0.005149584487534625,0,{'Nonfiction'}
Mary Karr,Andy Rose,0.005653739612188365,0,{'Nonfiction'}
Mary Karr,Philip Yancey,0.005029547553093259,0,{'Nonfiction'}
Mary Karr,Eric Ludy,0.005101569713758078,0,{'Nonfiction'}
Mary Karr,Richard Elliott Friedman,0.004885503231763619,0,{'Nonfiction'}
Mary Karr,David E. Stuart,0.005245614035087718,0,{'Nonfiction'}
Mary Karr,Robin S. Sharma,0.004753462603878116,0,{'Nonfiction'}
Mary Karr,Tim Flannery,0.005053554939981532,0,{'Nonfiction'}
Mary Karr,Joe McGinniss,0.005005540166204985,0,{'Nonfiction'}
Mary Karr,Rocky Lang,0.003961218836565096,0,{'Nonfiction'}
Mary Karr,Rayne Hall,0.005077562326869805,0,{'Nonfiction'}
Mary Karr,Viral Dalal,0.10876850723299476,0,"{'Autobiography', 'Nonfiction', 'Memoir'}"
Mary Karr,Steve Snyder,0.023871805170821794,0,"{'Biography', 'Nonfiction'}"
Mary Karr,Norman R. Yetman,0.023707549630655588,0,"{'Biography', 'Nonfiction'}"
Ann Rule,Lafcadio Hearn,0.009804305076059778,0,{'Nonfiction'}
Ann Rule,Leonard Mlodinow,0.004801477377654662,0,{'Nonfiction'}
Ann Rule,Bob Ong,0.004838411819021237,0,{'Nonfiction'}
Ann Rule,Truman Capote,0.4658030452769841,0,"{'Crime', 'Nonfiction', 'Mystery', 'True Crime'}"
Ann Rule,Leanda de Lisle,0.004863034779932287,0,{'Nonfiction'}
